Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
10 000 000 Rwf,KANOMBE 10M,/,3.0,1.0,,,,,
150 000 000 Rwf,"Kigali, Gacuriro",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
24 000 000 Rwf,kigali/Gasabo,/,,1.0,,,,,
50 000 000 Rwf,kanombe @50.000.000 Rwf,25/25m,4.0,2.0,,,,Yes,Yes
10 000 000 Rwf,10M KANOMBE,,3.0,0.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,www.gobeland.com/ Kanombe@50 millions,25/30m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,KIBAGABAGA,/,,,,,,,
130 000 000 Rwf,kimironko,20mx30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,www.gobelandhouse.com is selling a house at kicukiro @65.000.000RWF,25/30m,,1.0,,,,Yes,Yes
85 000 000 Rwf,Kigalidealer.com,500Sqm,4.0,3.0,,,Yes,,Yes
85 000 000 Rwf,Kigalidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
70 000 000 Rwf,70M GIKONDO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,GATENGA HOUSE FOR SALE @45 MILLIONS,20/30m,4.0,2.0,,,,Yes,Yes
75 000 000 Rwf,Kibagabaga house for sale@75 millions,/,3.0,3.0,Yes,,,,
85 000 000 Rwf,85M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,Kigali,15/25,,1.0,,,,Yes,Yes
53 000 000 Rwf,www.gobeland.com/ kanombe@53 millions,25/20m,4.0,3.0,,,,Yes,Yes
43 000 000 Rwf,Kigali gisozi,600Sqm,4.0,3.0,,,Yes,,Yes
120 000 000 Rwf,www.gobeland.com Gisozi @120.000.000 Rwf,20/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Rwf,kigali,45mx30m,4.0,2.0,,,,,
50 000 000 Rwf,kanombe @50.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35M GISOZI,20mx30m,4.0,3.0,,,,,
40 000 000 Rwf,40M KANOMBE,25mx30m,4.0,3.0,,,,,
7 000 000 Rwf,7M KARURUMA,/,4.0,1.0,,Yes,,,
100 000 000 Rwf,Kigali-Kibagabaga house for sale@100 millions:www.gobeland.com,25/35m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25M GAHANGA,15mx20m,4.0,3.0,,,,Yes,
20 000 000 Rwf,Kigali,/,4.0,1.0,,,,Yes,
60 000 000 Rwf,Kagarama 60m,500sqm,4.0,3.0,,,,,
52 000 000 Rwf,"Kigali, Kimironko",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
58 000 000 Rwf,"Kigali, Kanombe",/,4.0,3.0,,Yes,,,
65 000 000 Rwf,65M kanombe,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Rwf,kigali 80M,/,4.0,3.0,,Yes,,,
55 000 000 Rwf,kigali,20m/30m,4.0,3.0,,,,,Yes
115 000 000 Rwf,"Kibagabaga, Kigali",,5.0,4.0,Yes,Yes,Yes,Yes,
150 000 000 Rwf,www.gobelandhouse.com i selling a house at Nyarutarama@150.000.000RWF,25/25m,4.0,4.0,,,,Yes,Yes
53 000 000 Rwf,kanombe @53.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,"www.gobeland.com,kanombe @50 millions",25/20m,4.0,3.0,,,,Yes,Yes
58 000 000 Rwf,"Kigali, Kanombe",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Rwf,kigali--kibagabaga,15mx20m,4.0,3.0,,,,,
55 000 000 Rwf,"www.gobelandhouse.com,Kimironko@55 millions",25/30m,,1.0,,,,Yes,Yes
65 000 000 Rwf,kigali@festus,20m/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Rwf,kigali 120M,30/20p,5.0,4.0,,Yes,,Yes,Yes
75 000 000 Rwf,kanombe @75.000.000 Rwf,28/30m,4.0,3.0,,,,Yes,Yes
49 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,
10 000 000 Rwf,10M KABUGA,25mx20m,4.0,1.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,Kigali--Gacuriro 50M.,25mx30m,4.0,3.0,,,,,Yes
37 000 000 Rwf,kigali kabuga,20/30m,,1.0,,,,,Yes
50 000 000 Rwf,kanombe @50.000.000 Rwf,25/30L,4.0,3.0,,,,Yes,Yes
140 000 000 Rwf,Kigali,504 sq,4.0,4.0,,,,,
80 000 000 Rwf,kigali gisozi gaposho,30/30m,,1.0,,,,,Yes
25 000 000 Rwf,25M KIMIRONKO,,2.0,2.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Rwf,kigali kibagabaga,25/25m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,"www.gobeland.com,kimironko @65 millions",24/20m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,homeland.rw,/,4.0,3.0,,,,,
65 000 000 Rwf,kigali kanombe,/,4.0,3.0,,,,Yes,Yes
180 000 000 Rwf,"Kigali, Kibagabaga",,5.0,6.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Rwf,120M Gikondo,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Rwf,Kagugu house for sale@80 millions,30/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,Remera house for sale@55 millions,25/20m,4.0,3.0,,,,Yes,Yes
150 000 000 Rwf,www.gobeland.com/ Kibagabaga@150 millions.,35/30m,6.0,4.0,,,,Yes,Yes
130 000 000 Rwf,KIGALI KICUKIRO,30met,5.0,3.0,,Yes,,Yes,Yes
30 000 000 Rwf,Zindiro-Kinyanga,/,,,,,,,
37 000 000 Rwf,irahendutse 37M,"37,000,",,1.0,,,Yes,Yes,Yes
50 000 000 Rwf,50M kanombe,/,4.0,3.0,,Yes,,Yes,
70 000 000 Rwf,"Kigali, Gacuriro",,4.0,3.0,Yes,Yes,Yes,Yes,
40 000 000 Rwf,"Kigali, Ndera",/,,1.0,,Yes,,,
53 000 000 Rwf,kigali-kanombe-festus,20mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
70 000 000 Rwf,kigali ,/,4.0,3.0,,,,,Yes
55 000 000 Rwf,kanombe kigali,/,5.0,3.0,,,,Yes,Yes
50 000 000 Rwf,kanombe house @50.000.000 rwf,25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Rwf,kigali-kanombe,/,4.0,3.0,,,,Yes,
175 000 000 Rwf,Kigali-Kibagabaga house for sale@175 millions:www.gobeland.com,35/30m,6.0,4.0,,,,Yes,Yes
25 000 000 Rwf,"KIGALI,KICUKIRO",/,4.0,3.0,,,,,
10 000 000 Rwf,10M KANOMBE,/,4.0,3.0,,,,Yes,
70 000 000 Rwf,kimironko @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
32 000 000 Rwf,32M KABEZA,/,4.0,3.0,,Yes,,,
35 000 000 Rwf,Kabeza:kivuproperty.com,30mx30m,4.0,3.0,,,,,
80 000 000 Rwf,80M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Rwf,kigali remera,/,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,kicukiro,30mx30m,4.0,3.0,,,,Yes,Yes
53 000 000 Rwf,kigali,400 sm,4.0,3.0,,,,,
130 000 000 Rwf,kicukiro house for sale@ 130 millions,25/30m,4.0,4.0,,,,Yes,Yes
50 000 000 Rwf,Kigali ,/,4.0,3.0,,,,Yes,
45 000 000 Rwf,kigali,/,4.0,3.0,,,,,Yes
85 000 000 Rwf,kigali gisozi,/,,1.0,,,,,
55 000 000 Rwf,55m kimironko,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,45M KANOMBE,20mx30m,4.0,3.0,,,,,
160 000 000 Rwf,160m kibagabaga,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
110 000 000 Rwf,www.gobelandhouse.com is selling a house at kagugu @110milions,35/30m,5.0,3.0,,,,Yes,Yes
55 000 000 Rwf,kanombe @55.000.000 Rwf,28/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,"Kimironko house for sale, 4 bedrooms, price:85 millions",/,4.0,3.0,,,,,
38 000 000 Rwf,38m kabeza,20mx30m,4.0,3.0,,,,,Yes
$ 145 000,"Kigali, Kibagabaga",/,3.0,3.0,,Yes,,,
70 000 000 Rwf,KIGALI CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
75 000 000 Rwf,kimironko @75.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,Karumuna:kivuproperty.com,35mx30m,4.0,3.0,,,,,
65 000 000 Rwf,"kibagabaga, @65.000.000 Rwf",25/35m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,60M KAMEMBE-- RUSIZI,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
65 000 000 Rwf,www.Gobelandhouse.com is selling a house at Kanombe@65millions,25/30m,4.0,3.0,,,,Yes,
100 000 000 Rwf,100M KIBAGABAGA,20mx30m,5.0,4.0,,,,,
35 000 000 Rwf,35M REMERA,/,4.0,3.0,,Yes,,,
53 000 000 Rwf,kigali-kanombe-festus,20x20m,4.0,3.0,,,,,
100 000 000 Rwf,100M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
70 000 000 Rwf,kimironko @70.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
120 000 000 Rwf,"kibagabaga, @120.000.000 Rwf",20/30m,4.0,4.0,,,,Yes,Yes
150 000 000 Rwf,"Kibagabaga house for sale, 150 millions",20/25P,5.0,4.0,Yes,,,Yes,Yes
$ 1 000,Kimironko,/,4.0,3.0,,Yes,,,
47 000 000 Rwf,kigali,30/20p,4.0,3.0,,,,Yes,Yes
40 000 000 Rwf,kigali kimironko,25/25m,4.0,3.0,,,,Yes,Yes
8 000 000 Rwf,8million Ruyenzi,20mx25m,4.0,2.0,,,,,
68 000 000 Rwf,Kigalidealer.com,30/20 ,4.0,3.0,,,,Yes,Yes
$ 18 000 000,Kigali-Downtown,500Sqm,,,,,,Yes,
47 000 000 Rwf,47M KANOMBE,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
1 600 000 000 Rwf,"Nyarutarama, Kigali",,5.0,4.0,Yes,Yes,Yes,Yes,
53 000 000 Rwf,53M Remera,25mx30m,4.0,3.0,,,,,
45 000 000 Rwf,kigali-kicukiro-festus,20x22m,4.0,3.0,,,,,
22 000 000 Rwf,kigali@festus,/,4.0,3.0,,,,,
40 000 000 Rwf,Kabeza house for sale@40 millions,20/25P,4.0,3.0,Yes,,,Yes,Yes
50 000 000 Rwf,"Kigali, Kimironko",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Rwf,Kigali Gacuriro ,25/30 ,,,,,,,
65 000 000 Rwf,kigali@festus,20m/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,"www.gobeland.com,Kagugu @65 millions",30/25m,,1.0,,,,Yes,Yes
60 000 000 Rwf,60M KANOMBE,/,4.0,3.0,,Yes,,,
60 000 000 Rwf,kanombe @60.000.000 Rwf,28/30m,4.0,3.0,,,,Yes,Yes
24 000 000 Rwf,kigali/Gasabo,/,,1.0,,,,,
48 000 000 Rwf,"KIGALI,KICUKIRO",/,4.0,2.0,,,,Yes,Yes
38 000 000 Rwf,38M KANOMBE,20mx30m,4.0,3.0,,,,,
30 000 000 Rwf,30M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Rwf,40M kimironko,/,4.0,3.0,,Yes,,,
60 000 000 Rwf,www.gobelandhouse.com is selling a house at kanombe@60.000.000RWF,25/35m,4.0,1.0,,,,Yes,Yes
62 000 000 Rwf,"www.gobeland.com,kanombe @62 millions",25/20m,,1.0,,,,Yes,Yes
75 000 000 Rwf,kigali@festus,30mx30m,4.0,3.0,,,,,
55 000 000 Rwf,55m kimironko,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,kigali masaka,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,Kigali 65M,/,4.0,3.0,,Yes,,,
9 000 000 Rwf,9M MASIZI,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
100 000 000 Rwf,100M kibagabaga,/,4.0,3.0,,Yes,,,
52 000 000 Rwf,Kanombe house for sale@52 millions,25/20m,,1.0,,,,Yes,Yes
200 000 000 Rwf,Nyarutarama,/,4.0,4.0,Yes,,Yes,Yes,Yes
100 000 000 Rwf,"Gacuriro, house for sale @100.000.000 RWF",25/30m,5.0,3.0,,,,Yes,Yes
80 000 000 Rwf,Kigali gisozi ,800Sqm,4.0,3.0,,,Yes,,Yes
55 000 000 Rwf,Kigali 55M,30/20p,4.0,3.0,,Yes,,Yes,Yes
85 000 000 Rwf,GACURIRO 85M,30mx30m,4.0,3.0,,,,Yes,
50 000 000 Rwf,50M Kibagabaga,22mx25m,,,,,,,
55 000 000 Rwf,55m kimironko,20mx25m,3.0,2.0,Yes,Yes,Yes,Yes,
48 000 000 Rwf,kigali-kicukiro-kagarama,20mx30m,4.0,3.0,,,,Yes,
55 000 000 Rwf,www.gobelandhouse.com is selling a house at kicukiro @55.000.000RWF,25/30m,,1.0,,,,Yes,Yes
450 000 000 Rwf,Nyarutarama,30x35 ,6.0,5.0,Yes,,,Yes,Yes
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
27 000 000 Rwf,27m masaka,25mx20m,3.0,2.0,Yes,Yes,Yes,Yes,
42 000 000 Rwf,Kigali ,22/15C,4.0,3.0,,,,Yes,
85 000 000 Rwf,kimironko @85.000.000 Rwf,28/30m,4.0,3.0,,,,Yes,Yes
27 000 000 Rwf,27m masaka,25mx20m,3.0,2.0,Yes,Yes,Yes,Yes,
65 000 000 Rwf,kimironko @65.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,"Kigali, Kanombe",,,3.0,Yes,Yes,Yes,Yes,Yes
26 000 000 Rwf,Gatsata,/,4.0,2.0,,,,Yes,Yes
58 000 000 Rwf,kigali-kanombe@festus,20m/30m,4.0,3.0,,,,Yes,Yes
8 000 000 Rwf,Kigali/Gasabo,/,,,,,,,
1 600 000 000 Rwf,"Nyarutarama, Kigali",,5.0,4.0,Yes,Yes,Yes,Yes,
45 000 000 Rwf,45M masaka,30mx30m,4.0,3.0,,,,Yes,
35 000 000 Rwf,"www.gobeland.com,kimironko @35 millions",25/20m,,1.0,,,,Yes,Yes
120 000 000 Rwf,120M kibagabaga,/,4.0,3.0,,Yes,,Yes,
80 000 000 Rwf,"Gobeland.com, kibagabaga@80 millions",28/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Rwf,30m kimironko,20mx30m,4.0,3.0,,,,,
75 000 000 Rwf,kigali,25mx30m,4.0,3.0,,,,Yes,Yes
150 000 000 Rwf,kigali,25mx30m,5.0,5.0,,,,Yes,Yes
60 000 000 Rwf,KIYOVU 60M,30mx35m,4.0,3.0,,,,,Yes
95 000 000 Rwf,kigali remera,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,kigali@festus,20mx30m,4.0,2.0,,,,,Yes
55 000 000 Rwf,55M KAGARAMA,/,4.0,3.0,,Yes,,,
$ 1 000,Kimironko,/,4.0,3.0,,Yes,,,
48 000 000 Rwf,kigali-kicukiro-kagarama,20mx30m,4.0,3.0,,,,,
22 000 000 Rwf,kigali@festus,/,4.0,3.0,,,,,
38 000 000 Rwf,kigali-kanombe,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
38 000 000 Rwf,38M kanombe,/,4.0,3.0,,Yes,,,
500 000 000 Rwf,NYARUTARAMA,/,,,,,,,
35 000 000 Rwf,35M KABUGA,15mx20m,4.0,2.0,,,,Yes,Yes
80 000 000 Rwf,kigali gisozi,/,5.0,3.0,,,,Yes,Yes
85 000 000 Rwf,www.gobeland.com/ kibagabaga@ 85 millions,25/35m,4.0,1.0,,,,Yes,Yes
75 000 000 Rwf,75m kimironko,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Rwf,35M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
250 000 000 Rwf,kigali-kibagabaga,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
180 000 000 Rwf,180M Gacuriro,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Rwf,kigali@festus,15m/20m,3.0,2.0,,,,Yes,Yes
45 000 000 Rwf,45m gisenyi,/,4.0,3.0,,Yes,,,
130 000 000 Rwf,130M kimihurura,20mx30m,3.0,3.0,,,,,
50 000 000 Rwf,Kimironko house for sale@50 millions,25/20m,,1.0,,,,Yes,Yes
36 000 000 Rwf,36M GIKONDO,/,4.0,3.0,,Yes,,,
60 000 000 Rwf,60M NIBOYI,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Rwf,kigali ,35mx20m,4.0,3.0,,,,,
53 000 000 Rwf,kigali-kanombe-festus,20x20m,4.0,3.0,,,,,
55 000 000 Rwf,Kanombe house for sale@55 millions,25/25m,,1.0,,,,Yes,Yes
140 000 000 Rwf,Kigali-Kibagabaga house for sale@140 millions:www.gobeland.com,25/30m,6.0,4.0,,,,Yes,Yes
65 000 000 Rwf,65M GISOZI,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
13 000 000 Rwf,kanombe 13M,25mx30m,3.0,,,,,,Yes
55 000 000 Rwf,www.gobelandhouse.com/ kanombe @55 millions,20x30m,4.0,1.0,,,,Yes,Yes
85 000 000 Rwf,85M KIBAGABAGA,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
90 000 000 Rwf,KANOMBE,/,4.0,,,,,,
110 000 000 Rwf,kigali,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
125 000 000 Rwf,125millions kimironko,25mx30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,55M kanombe,20mx30m,4.0,3.0,,,,,
60 000 000 Rwf,60m kagarama,20m/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,kabeza@festus,/,4.0,3.0,,,,,
220 000 000 Rwf,kigali,20mx30m,6.0,5.0,,,,,Yes
28 000 000 Rwf,28M KIMIRONKO,20MX30M,4.0,2.0,,,,Yes,Yes
52 000 000 Rwf,52M KIMIRONKO,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
40 000 000 Rwf,"Kigali, Ndera",/,,1.0,,Yes,,,
95 000 000 Rwf,Kibagabaga house for sale@95 millions,25x35 ,4.0,3.0,Yes,,,Yes,Yes
30 000 000 Rwf,Kigalidealer.com,600Sqm,4.0,2.0,,,Yes,,Yes
50 000 000 Rwf,Kicukiro house for sale@50 millions,20/25m,5.0,3.0,,,,Yes,Yes
15 000 000 Rwf,busanza@15m kigalidealer,30/40w,,1.0,,,,,
48 000 000 Rwf,48M kanombe,/,4.0,3.0,,Yes,,,
120 000 000 Rwf,kigali-kibagabaga @120 millions,25/25m,5.0,4.0,,,,Yes,
32 000 000 Rwf,kigali,20/15C,4.0,3.0,,,,Yes,
40 000 000 Rwf,Kanombe house for sale@40 millions,20/25m,,1.0,,,,Yes,Yes
28 000 000 Rwf,Gatsata,/,2.0,2.0,Yes,,Yes,,Yes
20 000 000 Rwf,20M KABUGA,/,4.0,3.0,,Yes,,,
30 000 000 Rwf,30M KABUGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
300 000 000 Rwf,Gacuriro house for sale@300 millions,30/30P,6.0,6.0,Yes,,,Yes,Yes
36 000 000 Rwf,36M GIKONDO,/,4.0,3.0,,Yes,,,
48 000 000 Rwf,www.Kigalidealer.com,30/30f,4.0,3.0,,,,,
120 000 000 Rwf,120M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Rwf,www.kigalidealer.com,20/25p,4.0,3.0,,,,,
65 000 000 Rwf,kimironko @65.000.000 Rwf,25/20m,4.0,3.0,,,,Yes,Yes
58 000 000 Rwf,kanombe house @58.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
160 000 000 Rwf,160m kibagabaga,20mx30m,5.0,4.0,Yes,Yes,Yes,Yes,
120 000 000 Rwf,kicukiro @120 millions/www.gobeland.com,35/40m,4.0,3.0,,,,Yes,Yes
30 000 000 Rwf,kabuga 30M,/,4.0,3.0,,Yes,,,
21 000 000 Rwf,21M GISOZI,400SQM,3.0,1.0,,,,,Yes
65 000 000 Rwf,kigali kicukiro,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,85M KIBAGABAGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Rwf,"Kigali, Kagarama",/,,1.0,,Yes,,,
125 000 000 Rwf,kigali@festus,/,5.0,5.0,,,,,
72 000 000 Rwf,KIGALI CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
140 000 000 Rwf,"Kigali, Kibagabaga",,5.0,4.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Rwf,Kimironko house for sale@60 millions,25/25m,,1.0,,,,Yes,Yes
$ 500,"Kibagabaga, Kigali",,3.0,3.0,Yes,Yes,Yes,Yes,
55 000 000 Rwf,55M kanombe,/,4.0,3.0,,Yes,,,
350 000 000 Rwf,kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
50 000 000 Rwf,"www.Gobeland.com, kicukiro@50 millions",25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,Kabuga:kivuproperty.com,25mx30m,4.0,3.0,,,,,
80 000 000 Rwf,kigali gisozi gaposho,30/30m,,1.0,,,,,Yes
8 500 000 Rwf,kigali ,/,3.0,1.0,,,,Yes,
50 000 000 Rwf,50M kanombe,/,4.0,3.0,,Yes,,Yes,
70 000 000 Rwf,"Kigali, Kimironko",,4.0,4.0,Yes,Yes,Yes,Yes,
50 000 000 Rwf,Kimironko house for sale@50 millions,25/20m,3.0,3.0,,,,Yes,Yes
50 000 000 Rwf,"kicukiro, house for sale @50.000.000 Rwf",20/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,kanombe @50.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
200 000 000 Rwf,Rebero,2000sqm,3.0,3.0,,,,,Yes
125 000 000 Rwf,Kigali - Rusororo near RPF headquarter,1/2,4.0,3.0,,,,,Yes
100 000 000 Rwf,kanombe @100.000.000 Rwf,30/30m,5.0,3.0,,,,Yes,Yes
47 000 000 Rwf,kigali,30/20p,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,"kicukiro, house for sale @85.000.000 Rwf",28/30m,4.0,3.0,,,,Yes,Yes
150 000 000 Rwf,Kacyiru 150M,1000sqm,4.0,1.0,,Yes,Yes,,
30 000 000 Rwf,30m gisozi,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Rwf,35M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
47 000 000 Rwf,"KIGALI, KICUKIRO",/,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35M REMERA,/,4.0,3.0,,Yes,,,
80 000 000 Rwf,80M Rusororo,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Rwf,"KIGALI,KIBAGABAGA",/,4.0,5.0,,Yes,,,
30 000 000 Rwf,Kigalidealer.com,600Sqm,4.0,2.0,,,Yes,,Yes
65 000 000 Rwf,"kibagabaga, @65.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,kibagabaga house for sale @ 75 millions,25/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,80m kibagabaga,20mx30m,4.0,3.0,,,,,Yes
55 000 000 Rwf,55m kimironko,20m/30m,4.0,2.0,,,,Yes,Yes
95 000 000 Rwf,95M KIBAGABAGA,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
55 000 000 Rwf,55M KAGARAMA,20mx30m,4.0,3.0,,,,,
50 000 000 Rwf,"Kigali, Kimironko",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Rwf,kigali kanombe,25/25m,4.0,3.0,,,,Yes,Yes
15 000 000 Rwf,kigali ,30mx30m,3.0,1.0,,,,,
40 000 000 Rwf,Kicukiro,40/30m,4.0,1.0,,,,Yes,Yes
75 000 000 Rwf,Kicukiro house for sale@75 millions,30/25m,,1.0,,,,Yes,Yes
120 000 000 Rwf,Kibagabaga:kivuproperty.com,20mx25m,5.0,4.0,,,,,
35 000 000 Rwf,35m kanombe,20mx30m,4.0,3.0,,,,,Yes
100 000 000 Rwf,Kigali-Kibagabaga house for sale@100 millions:www.gobeland.com,25/30m,4.0,3.0,,,,Yes,Yes
48 000 000 Rwf,GISOZI,/,3.0,2.0,,,,Yes,Yes
75 000 000 Rwf,GISOZI,/,,,,,,,
38 000 000 Rwf,38M kanombe,/,4.0,3.0,,Yes,,,
75 000 000 Rwf,"kicukiro, house for sale @75.000.000 Rwf",25/25m,4.0,3.0,,,,Yes,Yes
22 000 000 Rwf,MASAKA,/,,,,,,,
30 000 000 Rwf,30m kimironko,20mx30m,4.0,2.0,,,,,
95 000 000 Rwf,kigali-kicukiro-festus,20m/30m,5.0,3.0,,,,Yes,Yes
100 000 000 Rwf,kigali kicukiro,25/25m,5.0,3.0,,,,Yes,Yes
55 000 000 Rwf,"www,gobelandhouse.com is selling a house at kanombe @55millions",25/25m,,1.0,,,,Yes,Yes
60 000 000 Rwf,www.gobelandhouse.com is selling a house at kicukiro@ 60.000.000RWF,25/30m,4.0,3.0,,,,Yes,Yes
47 000 000 Rwf,Kigali 47M,30/20p,4.0,3.0,,Yes,,Yes,Yes
30 000 000 Rwf,kabuga house for sale@ 30.000.000 Frw,30/60m,4.0,3.0,,,,Yes,Yes
600 000 Rwf,KIGALI CITY,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
47 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,Kicukiro,/,6.0,1.0,,,,,
65 000 000 Rwf,kINYINYA,25mx30m,4.0,3.0,,,,,Yes
150 000 000 Rwf,150M kimironko,,5.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Rwf,Kigali-Kicukiro house for sale@85 millions:www.gobeland.com,25/35m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,"KIMIRONKO,ZINDIRO",/,4.0,3.0,,Yes,,Yes,
75 000 000 Rwf,kigali kimironko,/,5.0,3.0,,,,Yes,Yes
40 000 000 Rwf,Ndera:kivuproperty.com,30mx35m,4.0,2.0,,,,,
45 000 000 Rwf,Gisozi:kivuproperty.com,25mx30m,4.0,2.0,,,,,
75 000 000 Rwf,KABEZA @75.000.000 RWF,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,50m kagarama,20mx30m,4.0,3.0,,,,,
300 000 000 Rwf,"KIGALI,GACURIRO",/,4.0,4.0,,Yes,,,
65 000 000 Rwf,www.gobelandhouse.com is selling a house at kibagabaga @65.000.000RWF,25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,Yes
100 000 000 Rwf,www.gobeland.com/ kibagabaga@ 100 millions,25/35m,4.0,1.0,,,,Yes,Yes
41 000 000 Rwf,kigali kabeza,/,4.0,3.0,,,,Yes,Yes
